denominator,beta_O_A,beta_O_B,absolute_change_B_minus_A,ratio_B_over_A,descriptive_pct_attenuation,std_beta_O_A,std_beta_O_B,std_absolute_change_B_minus_A,std_descriptive_pct_attenuation,partial_r2_O_A,partial_r2_O_B,partial_r2_change,adj_r2_O_A,adj_r2_O_B,aicc_O_A,aicc_O_B,note
primary_2023_population,656.2215828921608,306.1424530064647,-350.0791298856961,0.46652298703313777,53.34770129668622,0.5212506389896157,0.24317540509436747,-0.2780752338952482,53.347701296686175,0.2717022286470824,0.05594340878248386,-0.21575881986459852,0.25551783372812875,0.3645586456926513,853.228447528329,847.1231172906871,descriptive attenuation only; NOT mediation or causal share explained by ageing
legacy_2020_population,723.3652289906804,310.1794600767132,-413.1857689139672,0.4288006219341094,57.11993780658906,0.5307168706500576,0.22757172420566915,-0.3031451464443884,57.11993780658902,0.2816603967925897,0.05199333678990281,-0.22966706000268688,0.26569729449909174,0.39870530038160357,860.0466705363752,851.9923869972979,descriptive attenuation only; NOT mediation or causal share explained by ageing
