heat_metric,exposure_coef,ci_low,ci_high,p_value,heat_metric_coef,heat_metric_p,heat_metric_p_fdr_bh,significant_after_fdr
wbgt_days_ge31,2.240286829130696,-174.05113219545044,178.53170585371183,0.9801291839234347,1.2726733540914523,0.9766462272673406,0.9766462272673406,False
wbgt_days_ge33,-38.84591336756188,-221.87732935705768,144.18550262193392,0.6774279056809804,-212.6207412840709,0.018182429860156814,0.05454728958047044,False
wbgt_cumulative_excess_28,3.6118883153491765,-178.28000448420653,185.50378111490488,0.9689544403214536,4.5246105628163935,0.7001325868489343,0.9766462272673406,False
