outcome,pearson_r,pearson_p,r_squared,standardized_beta,std_ci_low,std_ci_high,std_p
primary_outcome_infusion,0.5212506389896153,0.0001720961346750768,0.27170222864708227,0.5212506389896157,0.259655989478274,0.7828452885009574,9.406856010104392e-05
comparison_outcome_outpatient,0.42396804441668956,0.0029800655761444725,0.17974890268651206,0.42396804441668967,0.08814695446150606,0.7597891343718732,0.013345306558161282
